LISTING_ID,SCRAPE_ID,SCRAPED_DATE,HOST_ID,HOST_NAME,HOST_SINCE,HOST_IS_SUPERHOST,HOST_NEIGHBOURHOOD,LISTING_NEIGHBOURHOOD,PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,PRICE,HAS_AVAILABILITY,AVAILABILITY_30,NUMBER_OF_REVIEWS,REVIEW_SCORES_RATING,REVIEW_SCORES_ACCURACY,REVIEW_SCORES_CLEANLINESS,REVIEW_SCORES_CHECKIN,REVIEW_SCORES_COMMUNICATION,REVIEW_SCORES_VALUE
326040,20210100000000,2021-01-14,299170,Eilish,25/11/2010,t,Bondi Beach,Waverley,Private room in apartment,Private room,2,125,t,0,4,80,7,9,9,9,7
329096,20210100000000,2021-01-13,1437903,Ruth,23/11/2011,f,Newtown,Inner West,Entire house,Entire home/apt,5,200,t,0,1,100,,,,,
330547,20210100000000,2021-01-13,1686302,Pierre,1/2/2012,f,Drummoyne,Canada Bay,Private room in house,Private room,2,55,t,1,36,91,9,9,10,10,9
340563,20210100000000,2021-01-14,1727971,Gregory,9/2/2012,f,Wollstonecraft,North Sydney,Private room in apartment,Private room,1,119,t,30,8,97,10,9,10,10,9
348891,20210100000000,2021-01-11,201611,Deborah,14/8/2010,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,142,t,0,34,95,10,10,10,10,9
352147,20210100000000,2021-01-13,1783493,Michelle,20/2/2012,f,,The Hills Shire,Private room in apartment,Private room,2,80,t,1,22,98,10,10,10,10,10
360141,20210100000000,2021-01-13,1821747,Scott,27/2/2012,t,Marrickville,Inner West,Entire guest suite,Entire home/apt,2,90,t,0,159,98,10,10,10,10,10
361899,20210100000000,2021-01-13,1829259,Martha,29/2/2012,t,,Hornsby,Private room in house,Private room,2,75,t,1,36,97,10,9,10,10,10
361912,20210100000000,2021-01-10,1829259,Martha,29/2/2012,t,,Hornsby,Private room in house,Private room,2,80,t,12,10,96,10,10,10,10,10
363237,20210100000000,2021-01-13,1835730,Mina,1/3/2012,f,Summer Hill,Inner West,Entire apartment,Entire home/apt,2,85,t,0,3,93,10,10,10,10,9
363282,20210100000000,2021-01-14,1835060,Sarah,1/3/2012,t,Potts Point,Sydney,Entire apartment,Entire home/apt,3,264,t,0,74,97,10,9,10,10,9
365953,20210100000000,2021-01-10,1827246,Jen,28/2/2012,f,Mosman,Mosman,Private room in apartment,Private room,2,145,t,23,6,93,10,9,10,10,9
366856,20210100000000,2021-01-14,1852102,Ann And Mad,3/3/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,132,t,30,128,89,9,9,10,10,9
366857,20210100000000,2021-01-12,1852102,Ann And Mad,3/3/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,155,t,1,107,91,9,9,10,9,9
368264,20210100000000,2021-01-12,1859383,Jelle,4/3/2012,f,Randwick,Randwick,Entire apartment,Entire home/apt,3,80,t,1,0,,,,,,
368282,20210100000000,2021-01-12,1859504,Deborah,5/3/2012,f,Dulwich Hill,Inner West,Entire house,Entire home/apt,6,290,t,0,6,100,10,10,10,10,10
368513,20210100000000,2021-01-10,1860248,Vic And  Lori,5/3/2012,f,Blakehurst,Georges River,Entire apartment,Entire home/apt,4,167,t,30,45,96,10,10,10,10,9
374069,20210100000000,2021-01-13,1882142,Paul,8/3/2012,t,Chippendale,Sydney,Private room in apartment,Private room,2,120,t,30,159,98,10,10,10,10,10
377711,20210100000000,2021-01-13,1114596,Matthew,5/9/2011,f,Randwick,Randwick,Entire apartment,Entire home/apt,2,98,t,0,2,100,10,10,10,10,10
379498,20210100000000,2021-01-12,1817516,Micky,27/2/2012,f,Surry Hills,Sydney,Entire townhouse,Entire home/apt,4,284,t,23,44,93,9,9,10,9,9
381091,20210100000000,2021-01-14,1905189,Michael,11/3/2012,t,Surry Hills,Sydney,Entire apartment,Entire home/apt,2,149,t,0,350,98,10,10,10,10,10
386997,20210100000000,2021-01-14,1936434,Thais,16/3/2012,t,Chippendale,Sydney,Entire apartment,Entire home/apt,4,100,t,8,180,96,10,10,10,10,9
397905,20210100000000,2021-01-12,1987029,Janice,22/3/2012,f,North Bondi,Waverley,Private room in condominium,Private room,2,50,t,0,8,98,10,10,10,10,10
403909,20210100000000,2021-01-12,2013669,Claire,26/3/2012,f,Paddington,Woollahra,Private room in house,Private room,1,75,t,0,1,80,4,10,10,10,8
405375,20210100000000,2021-01-13,2020220,Mark,27/3/2012,f,Stanmore,Inner West,Entire bungalow,Entire home/apt,4,180,t,27,29,95,10,9,10,10,9
408200,20210100000000,2021-01-13,1499005,Malou,12/12/2011,f,Sydney,Blacktown,Private room in house,Private room,4,50,t,30,23,95,10,10,10,10,10
408202,20210100000000,2021-01-13,1499005,Malou,12/12/2011,f,Sydney,Blacktown,Private room in house,Private room,6,45,t,30,13,98,10,10,10,10,10
408330,20210100000000,2021-01-14,1911628,Cathy,12/3/2012,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,6,379,t,30,90,94,10,9,10,10,10
409800,20210100000000,2021-01-14,304907,Paul,30/11/2010,f,Paddington,Woollahra,Entire apartment,Entire home/apt,2,70,t,0,2,90,9,7,10,10,9
410073,20210100000000,2021-01-13,2041405,Tabitha And Alastair,31/3/2012,t,Woolloomooloo,Sydney,Entire apartment,Entire home/apt,3,144,t,2,210,94,10,10,10,10,9
411828,20210100000000,2021-01-12,1391360,David,10/11/2011,f,,Willoughby,Private room in guesthouse,Private room,2,75,t,30,104,94,9,10,10,10,9
413968,20210100000000,2021-01-13,2059690,Deyaco,3/4/2012,f,,Parramatta,Private room in townhouse,Private room,2,71,t,23,0,,,,,,
418136,20210100000000,2021-01-12,2079008,Jenny,5/4/2012,t,,Northern Beaches,Entire guest suite,Entire home/apt,4,95,t,0,52,93,9,9,10,10,9
421997,20210100000000,2021-01-12,2098455,Leigh & Phillip,9/4/2012,t,,Northern Beaches,Entire guest suite,Entire home/apt,2,190,t,22,128,98,10,10,10,10,10
426879,20210100000000,2021-01-13,2122483,Anna,12/4/2012,t,Balmain,Inner West,Private room in house,Private room,2,90,t,0,149,98,10,10,10,10,10
429733,20210100000000,2021-01-13,606003,Jo,19/5/2011,f,Bellevue Hill,Woollahra,Entire apartment,Entire home/apt,2,150,t,0,1,80,8,10,10,10,10
430526,20210100000000,2021-01-14,2140264,Craig,14/4/2012,f,Clovelly,Randwick,Entire house,Entire home/apt,10,850,t,12,8,93,10,10,10,10,9
431021,20210100000000,2021-01-12,2142752,Brett,15/4/2012,f,North Bondi,Waverley,Entire apartment,Entire home/apt,4,180,t,12,4,95,10,9,10,10,9
444772,20210100000000,2021-01-11,167693,Mandy,15/7/2010,f,Double Bay,Woollahra,Entire apartment,Entire home/apt,2,275,t,0,0,,,,,,
446497,20210100000000,2021-01-12,2200681,Sarah,23/4/2012,f,Fairlight,Northern Beaches,Entire house,Entire home/apt,6,445,t,13,11,93,10,10,9,10,10
446570,20210100000000,2021-01-11,2157195,Leonie,17/4/2012,t,Surry Hills,Sydney,Private room in townhouse,Private room,2,129,t,0,245,97,10,10,10,10,10
449750,20210100000000,2021-01-14,2157195,Leonie,17/4/2012,t,Surry Hills,Sydney,Private room in townhouse,Private room,2,78,t,0,331,97,10,10,10,10,10
450017,20210100000000,2021-01-13,2235120,Michael,27/4/2012,f,,Northern Beaches,Entire house,Entire home/apt,6,260,t,0,2,98,9,10,10,10,10
458203,20210100000000,2021-01-12,113874,Bondi Beach Holiday Homes,26/4/2010,f,Bellevue Hill,Waverley,Entire apartment,Entire home/apt,5,407,t,1,82,87,9,9,9,9,9
460109,20210100000000,2021-01-11,2260791,Ursula,30/4/2012,f,Clovelly,Randwick,Entire apartment,Entire home/apt,2,85,t,0,15,93,9,9,10,10,10
461984,20210100000000,2021-01-13,2296153,Jane,5/5/2012,f,Rosebery,Sydney,Private room in condominium,Private room,2,80,t,1,12,98,10,10,10,10,9
463282,20210100000000,2021-01-14,2281364,Paul,3/5/2012,f,Coogee,Randwick,Entire apartment,Entire home/apt,2,400,t,0,0,,,,,,
465977,20210100000000,2021-01-14,77867,Lindy,5/2/2010,f,Surry Hills,Sydney,Entire house,Entire home/apt,5,383,t,12,44,93,9,9,10,10,9
466383,20210100000000,2021-01-14,2315641,John,7/5/2012,t,,Northern Beaches,Entire house,Entire home/apt,7,1214,t,0,3,100,10,10,10,10,10
470500,20210100000000,2021-01-11,2325533,Stafford & Monique,8/5/2012,f,Camperdown,Sydney,Entire apartment,Entire home/apt,4,117,t,0,5,90,10,10,10,10,10
471389,20210100000000,2021-01-13,490818,Craig,7/4/2011,t,Waterloo,Sydney,Private room in house,Private room,2,50,t,16,147,95,10,9,10,10,10
472566,20210100000000,2021-01-12,2343880,Clive & Terese,10/5/2012,t,,Northern Beaches,Entire house,Entire home/apt,5,273,t,16,72,98,10,10,10,10,10
475512,20210100000000,2021-01-11,2357596,Loretta,13/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,100,t,29,67,95,10,9,10,10,10
475557,20210100000000,2021-01-14,788899,"Khalid, Felicity, Savi & Yasi",7/7/2011,f,Ultimo,Sydney,Entire house,Entire home/apt,7,400,t,0,70,97,10,9,10,10,10
476032,20210100000000,2021-01-13,1739633,Peter,12/2/2012,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,80,t,0,61,94,10,10,10,10,9
481472,20210100000000,2021-01-11,2384993,Sal,16/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,155,t,0,6,93,10,10,9,9,10
491774,20210100000000,2021-01-13,2430529,Dagmar,21/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,4,250,t,0,3,80,10,8,10,10,8
496747,20210100000000,2021-01-13,2453312,Kit,24/5/2012,f,Bondi,Waverley,Private room in apartment,Private room,1,70,t,0,1,100,10,8,10,10,10
498008,20210100000000,2021-01-12,2351093,Mirko,12/5/2012,f,Sydney,Sydney,Entire apartment,Entire home/apt,4,173,t,30,354,94,9,9,9,10,9
499631,20210100000000,2021-01-12,2465634,Steven,25/5/2012,f,Lugarno,Georges River,Entire apartment,Entire home/apt,4,75,t,15,27,95,10,9,10,10,9
501382,20210100000000,2021-01-13,2473959,Louise,27/5/2012,f,Randwick,Randwick,Private room in apartment,Private room,2,110,t,0,61,95,9,10,10,9,9
503025,20210100000000,2021-01-11,589529,Mark & Luce,15/5/2011,f,Bondi Beach,Waverley,Entire apartment,Entire home/apt,5,420,t,0,7,100,10,10,10,10,10
509133,20210100000000,2021-01-13,2509326,Cat,31/5/2012,t,North Bondi,Waverley,Entire apartment,Entire home/apt,3,175,t,0,58,96,10,10,10,10,9
537851,20210100000000,2021-01-12,2642660,Daniel,15/6/2012,f,Manly,Northern Beaches,Entire apartment,Entire home/apt,2,120,t,3,166,84,10,9,10,9,9
539231,20210100000000,2021-01-12,2649331,Ann-Maree & Malcolm,15/6/2012,f,,Northern Beaches,Entire apartment,Entire home/apt,2,229,t,17,203,94,9,9,10,10,8
555783,20210100000000,2021-01-13,2733544,Mathieu,25/6/2012,f,Surry Hills,Sydney,Entire condominium,Entire home/apt,4,244,t,0,32,90,9,9,10,10,9
556348,20210100000000,2021-01-14,1189963,Adele,21/9/2011,f,Woolloomooloo,Sydney,Entire apartment,Entire home/apt,3,215,t,0,0,,,,,,
571772,20210100000000,2021-01-13,506662,Davo,13/4/2011,f,Tamarama,Waverley,Entire apartment,Entire home/apt,3,320,t,0,4,90,10,10,10,10,10
581732,20210100000000,2021-01-11,2863847,Endellion,8/7/2012,f,North Bondi,Waverley,Private room in apartment,Private room,2,45,t,30,4,95,9,8,10,10,10
583321,20210100000000,2021-01-13,2874517,Ross,9/7/2012,t,Bondi Beach,Waverley,Private room in house,Private room,2,80,t,30,140,97,10,9,10,10,10
587669,20210100000000,2021-01-12,2908016,Bobbie,11/7/2012,t,Palm Beach,Northern Beaches,Entire cabin,Entire home/apt,4,721,t,10,80,96,10,10,10,10,10
589989,20210100000000,2021-01-11,2911473,Julian,12/7/2012,t,Bondi,Waverley,Private room in apartment,Private room,2,90,t,0,85,98,10,10,10,10,10
591662,20210100000000,2021-01-13,1468090,Rahel,3/12/2011,t,Bondi,Waverley,Entire apartment,Entire home/apt,3,256,t,0,55,95,9,9,10,10,9
592309,20210100000000,2021-01-13,2076170,Felicity,5/4/2012,f,Coogee,Randwick,Entire apartment,Entire home/apt,4,291,t,1,45,91,9,9,10,10,9
593481,20210100000000,2021-01-12,2931096,Kellie,14/7/2012,f,Darlington,Sydney,Entire apartment,Entire home/apt,2,109,t,0,65,98,10,10,10,10,10
594776,20210100000000,2021-01-12,2938681,Shushann,15/7/2012,t,Coogee,Randwick,Private room in apartment,Private room,1,63,t,29,24,95,9,10,10,10,9
595031,20210100000000,2021-01-12,2940156,Sandra-Lee,15/7/2012,f,Maroubra,Randwick,Entire house,Entire home/apt,6,350,t,0,2,100,10,10,10,10,10
606519,20210100000000,2021-01-12,3004325,Mireille,20/7/2012,f,Malabar,Randwick,Private room in house,Private room,1,100,t,30,0,,,,,,
614739,20210100000000,2021-01-11,3048738,Elise,25/7/2012,f,Stanmore,Inner West,Private room in house,Private room,1,45,t,0,2,100,10,10,10,10,10
616822,20210100000000,2021-01-12,3046924,Contemporary Hotels,24/7/2012,t,Darlinghurst,Sydney,Entire apartment,Entire home/apt,2,434,t,0,6,97,10,10,10,10,10
619474,20210100000000,2021-01-14,1261500,Hugh,7/10/2011,t,Potts Point,Sydney,Entire loft,Entire home/apt,4,123,t,13,258,94,10,10,10,10,10
622670,20210100000000,2021-01-10,3087031,Frances,29/7/2012,t,Longueville,Lane Cove,Private room in house,Private room,2,60,t,8,99,98,10,10,10,10,10
633322,20210100000000,2021-01-13,3152466,Leah,4/8/2012,f,,Northern Beaches,Entire apartment,Entire home/apt,2,229,t,18,90,96,10,10,10,10,9
633795,20210100000000,2021-01-12,3608297,Ruth,18/9/2012,f,North Bondi,Waverley,Entire house,Entire home/apt,2,120,t,0,1,,,,,,
634590,20210100000000,2021-01-14,2427911,Lennon,21/5/2012,f,,Woollahra,Entire apartment,Entire home/apt,4,256,t,23,4,75,9,7,9,9,8
637986,20210100000000,2021-01-14,2166490,Dan,18/4/2012,f,Darlinghurst,Sydney,Entire apartment,Entire home/apt,1,264,t,0,12,95,10,10,9,10,9
641123,20210100000000,2021-01-13,3202540,Ruth,9/8/2012,f,Waverly,Waverley,Private room in apartment,Private room,2,66,t,0,14,90,8,9,10,9,9
642749,20210100000000,2021-01-12,3213327,Bronwyn & Ben,10/8/2012,f,Balmain,Inner West,Entire house,Entire home/apt,7,850,t,23,6,83,9,8,9,9,8
651796,20210100000000,2021-01-13,3275877,Elle,16/8/2012,f,Maroubra,Randwick,Shared room in apartment,Shared room,2,82,t,0,0,,,,,,
653240,20210100000000,2021-01-12,3284546,Nan,16/8/2012,t,Bondi Junction,Waverley,Private room in apartment,Private room,2,80,t,26,196,95,10,10,10,10,10
653534,20210100000000,2021-01-13,3287072,Gail,17/8/2012,f,North Bondi,Woollahra,Entire house,Entire home/apt,6,257,t,0,0,,,,,,
655236,20210100000000,2021-01-13,3296933,Kristen,18/8/2012,f,,Northern Beaches,Entire house,Entire home/apt,8,304,t,2,20,92,9,8,10,10,8
655953,20210100000000,2021-01-12,3303253,Dan,19/8/2012,f,North Bondi,Waverley,Entire apartment,Entire home/apt,4,275,t,0,10,88,9,8,9,9,9
659009,20210100000000,2021-01-13,3046924,Contemporary Hotels,24/7/2012,t,Darlinghurst,Sydney,Entire apartment,Entire home/apt,6,2746,t,30,14,100,10,10,10,10,9
659320,20210100000000,2021-01-13,2911473,Julian,12/7/2012,t,Bondi,Waverley,Entire apartment,Entire home/apt,5,229,t,0,22,94,10,10,10,10,9
