LISTING_ID,SCRAPE_ID,SCRAPED_DATE,HOST_ID,HOST_NAME,HOST_SINCE,HOST_IS_SUPERHOST,HOST_NEIGHBOURHOOD,LISTING_NEIGHBOURHOOD,PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,PRICE,HAS_AVAILABILITY,AVAILABILITY_30,NUMBER_OF_REVIEWS,REVIEW_SCORES_RATING,REVIEW_SCORES_ACCURACY,REVIEW_SCORES_CLEANLINESS,REVIEW_SCORES_CHECKIN,REVIEW_SCORES_COMMUNICATION,REVIEW_SCORES_VALUE
276617,20201200000000,2020-12-16,1261500,Hugh,7/10/2011,t,Potts Point,Sydney,Entire apartment,Entire home/apt,4,149,t,0,275,95,10,10,10,10,9
283378,20201200000000,2020-12-16,1475640,Joe,5/12/2011,f,Darlinghurst,Sydney,Private room in apartment,Private room,2,275,t,0,0,,,,,,
286949,20201200000000,2020-12-30,1493019,Adrian,11/12/2011,f,Dover Heights,Waverley,Entire house,Entire home/apt,4,278,t,0,2,100,10,10,10,10,10
287388,20201200000000,2020-12-16,1495023,Jess,11/12/2011,f,Alexandria,Sydney,Entire house,Entire home/apt,4,199,t,0,5,95,10,9,10,10,9
288305,20201200000000,2020-12-16,1499005,Malou,12/12/2011,f,Sydney,Blacktown,Private room in house,Private room,4,45,t,1,17,91,9,9,9,9,9
288359,20201200000000,2020-12-16,1499246,Coleen,12/12/2011,f,Newtown,Inner West,Private room in house,Private room,2,90,t,27,47,96,10,9,10,10,9
288671,20201200000000,2020-12-15,241834,Sonke,21/9/2010,f,Darlinghurst,Sydney,Entire loft,Entire home/apt,2,274,t,27,27,96,10,9,10,10,9
290146,20201200000000,2020-12-15,113874,Bondi Beach Holiday Homes,26/4/2010,f,Bellevue Hill,Woollahra,Entire apartment,Entire home/apt,6,364,t,16,27,91,10,9,10,10,9
290929,20201200000000,2020-12-16,1508328,Edwina,15/12/2011,f,Paddington,Woollahra,Entire apartment,Entire home/apt,4,240,t,0,6,97,10,9,10,9,9
291782,20201200000000,2020-12-15,107189,Gab,12/4/2010,f,Bondi Junction,Waverley,Private room in house,Private room,1,63,t,0,6,93,10,8,10,10,10
293951,20201200000000,2020-12-15,1520375,Carrie,20/12/2011,f,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,249,t,0,1,100,10,8,10,10,6
299749,20201200000000,2020-12-16,1544990,Lucy,28/12/2011,f,Balgowlah,Northern Beaches,Entire apartment,Entire home/apt,2,120,t,0,7,94,9,10,10,10,10
318591,20201200000000,2020-12-16,1634967,Kathy,21/1/2012,f,Glebe,Sydney,Entire house,Entire home/apt,6,300,t,0,71,96,10,9,10,10,10
324918,20201200000000,2020-12-16,1596898,Gretchen,11/1/2012,f,Erskineville,Sydney,Entire house,Entire home/apt,6,260,t,0,6,92,10,10,10,10,9
326040,20201200000000,2020-12-16,299170,Eilish,25/11/2010,f,Bondi Beach,Waverley,Private room in apartment,Private room,2,125,t,0,4,80,7,9,9,9,7
329096,20201200000000,2020-12-16,1437903,Ruth,23/11/2011,f,Newtown,Inner West,Entire house,Entire home/apt,5,200,t,0,1,100,,,,,
330547,20201200000000,2020-12-15,1686302,Pierre,1/2/2012,t,Drummoyne,Canada Bay,Private room in house,Private room,2,55,t,0,36,91,9,9,10,10,9
340563,20201200000000,2020-12-16,1727971,Gregory,9/2/2012,f,Wollstonecraft,North Sydney,Private room in apartment,Private room,1,119,t,30,8,97,10,9,10,10,9
348891,20201200000000,2020-12-15,201611,Deborah,14/8/2010,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,163,t,0,34,95,10,10,10,10,9
352147,20201200000000,2020-12-30,1783493,Michelle,20/2/2012,f,,The Hills Shire,Private room in apartment,Private room,2,80,t,0,22,98,10,10,10,10,10
360141,20201200000000,2020-12-16,1821747,Scott,27/2/2012,t,Marrickville,Inner West,Entire guest suite,Entire home/apt,2,90,t,0,159,98,10,10,10,10,10
361899,20201200000000,2020-12-16,1829259,Martha,29/2/2012,t,,Hornsby,Private room in house,Private room,2,75,t,0,36,97,10,9,10,10,10
361912,20201200000000,2020-12-16,1829259,Martha,29/2/2012,t,,Hornsby,Private room in house,Private room,2,80,t,30,10,96,10,10,10,10,10
363237,20201200000000,2020-12-16,1835730,Mina,1/3/2012,f,Summer Hill,Inner West,Entire apartment,Entire home/apt,2,85,t,0,3,93,10,10,10,10,9
363282,20201200000000,2020-12-16,1835060,Sarah,1/3/2012,t,Potts Point,Sydney,Entire apartment,Entire home/apt,3,264,t,1,74,97,10,9,10,10,9
365953,20201200000000,2020-12-16,1827246,Jen,28/2/2012,f,Mosman,Mosman,Private room in apartment,Private room,2,145,t,0,6,93,10,9,10,10,9
366856,20201200000000,2020-12-15,1852102,Ann And Mad,3/3/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,135,t,12,127,89,9,9,10,10,9
366857,20201200000000,2020-12-15,1852102,Ann And Mad,3/3/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,180,t,12,105,91,9,9,10,9,9
368264,20201200000000,2020-12-16,1859383,Jelle,4/3/2012,t,Randwick,Randwick,Entire apartment,Entire home/apt,3,80,t,0,0,,,,,,
368282,20201200000000,2020-12-15,1859504,Deborah,5/3/2012,f,Dulwich Hill,Inner West,Entire house,Entire home/apt,6,290,t,0,6,100,10,10,10,10,10
368513,20201200000000,2020-12-15,1860248,Vic And  Lori,5/3/2012,f,Blakehurst,Georges River,Entire apartment,Entire home/apt,4,167,t,19,45,96,10,10,10,10,9
374069,20201200000000,2020-12-15,1882142,Paul,8/3/2012,t,Chippendale,Sydney,Private room in apartment,Private room,2,120,t,30,159,98,10,10,10,10,10
377711,20201200000000,2020-12-16,1114596,Matthew,5/9/2011,f,Randwick,Randwick,Entire apartment,Entire home/apt,2,98,t,1,1,100,10,10,10,10,10
379498,20201200000000,2020-12-15,1817516,Micky,27/2/2012,f,Surry Hills,Sydney,Entire townhouse,Entire home/apt,4,203,t,15,44,93,9,9,10,9,9
381091,20201200000000,2020-12-15,1905189,Michael,11/3/2012,t,Surry Hills,Sydney,Entire apartment,Entire home/apt,2,149,t,0,350,98,10,10,10,10,10
386997,20201200000000,2020-12-16,1936434,Thais,16/3/2012,t,Chippendale,Sydney,Entire apartment,Entire home/apt,4,166,t,0,177,96,10,10,10,10,9
397905,20201200000000,2020-12-15,1987029,Janice,22/3/2012,f,North Bondi,Waverley,Private room in condominium,Private room,2,50,t,0,8,98,10,10,10,10,10
403909,20201200000000,2020-12-15,2013669,Claire,26/3/2012,f,Paddington,Woollahra,Private room in house,Private room,1,75,t,0,1,80,4,10,10,10,8
405375,20201200000000,2020-12-16,2020220,Mark,27/3/2012,f,Stanmore,Inner West,Entire bungalow,Entire home/apt,4,191,t,0,28,96,10,9,10,10,9
408200,20201200000000,2020-12-15,1499005,Malou,12/12/2011,f,Sydney,Blacktown,Private room in house,Private room,4,50,t,30,23,95,10,10,10,10,10
408202,20201200000000,2020-12-15,1499005,Malou,12/12/2011,f,Sydney,Blacktown,Private room in house,Private room,6,45,t,30,13,98,10,10,10,10,10
408330,20201200000000,2020-12-15,1911628,Cathy,12/3/2012,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,6,499,t,11,90,94,10,9,10,10,10
409800,20201200000000,2020-12-15,304907,Paul,30/11/2010,f,Paddington,Woollahra,Entire apartment,Entire home/apt,2,70,t,0,2,90,9,7,10,10,9
410073,20201200000000,2020-12-16,2041405,Tabitha And Alastair,31/3/2012,t,Woolloomooloo,Sydney,Entire apartment,Entire home/apt,3,141,t,0,210,94,10,10,10,10,9
411828,20201200000000,2020-12-16,1391360,David,10/11/2011,f,,Willoughby,Private room in guesthouse,Private room,2,75,t,26,103,94,9,10,10,10,9
413968,20201200000000,2020-12-16,2059690,Deyaco,3/4/2012,f,,Parramatta,Private room in townhouse,Private room,2,71,t,1,0,,,,,,
418136,20201200000000,2020-12-15,2079008,Jenny,5/4/2012,t,,Northern Beaches,Entire guest suite,Entire home/apt,4,95,t,0,52,93,9,9,10,10,9
421997,20201200000000,2020-12-15,2098455,Leigh & Phillip,9/4/2012,t,,Northern Beaches,Entire guest suite,Entire home/apt,2,190,t,5,128,98,10,10,10,10,10
426879,20201200000000,2020-12-16,2122483,Anna,12/4/2012,t,Balmain,Inner West,Private room in house,Private room,2,90,t,0,149,98,10,10,10,10,10
429733,20201200000000,2020-12-15,606003,Jo,19/5/2011,f,Bellevue Hill,Woollahra,Entire apartment,Entire home/apt,2,150,t,0,1,80,8,10,10,10,10
430526,20201200000000,2020-12-16,2140264,Craig,14/4/2012,f,Clovelly,Randwick,Entire house,Entire home/apt,10,986,t,0,8,93,10,10,10,10,9
431021,20201200000000,2020-12-15,2142752,Brett,15/4/2012,f,North Bondi,Waverley,Entire apartment,Entire home/apt,4,282,t,19,4,95,10,9,10,10,9
444772,20201200000000,2020-12-16,167693,Mandy,15/7/2010,f,Double Bay,Woollahra,Entire apartment,Entire home/apt,2,275,t,0,0,,,,,,
444977,20201200000000,2020-12-15,2210950,Robert,24/4/2012,f,,Hornsby,Private room in house,Private room,6,228,t,29,33,93,9,10,10,10,9
446497,20201200000000,2020-12-15,2200681,Sarah,23/4/2012,f,Fairlight,Northern Beaches,Entire house,Entire home/apt,6,395,t,11,11,93,10,10,9,10,10
446570,20201200000000,2020-12-15,2157195,Leonie,17/4/2012,t,Surry Hills,Sydney,Private room in townhouse,Private room,2,129,t,0,245,97,10,10,10,10,10
449750,20201200000000,2020-12-16,2157195,Leonie,17/4/2012,t,Surry Hills,Sydney,Private room in townhouse,Private room,2,78,t,0,331,97,10,10,10,10,10
450017,20201200000000,2020-12-15,2235120,Michael,27/4/2012,f,,Northern Beaches,Entire house,Entire home/apt,6,260,t,0,2,98,9,10,10,10,10
458203,20201200000000,2020-12-15,113874,Bondi Beach Holiday Homes,26/4/2010,f,Bellevue Hill,Waverley,Entire apartment,Entire home/apt,5,407,t,0,82,87,9,9,9,9,9
460109,20201200000000,2020-12-16,2260791,Ursula,30/4/2012,f,Clovelly,Randwick,Entire apartment,Entire home/apt,2,85,t,0,15,93,9,9,10,10,10
461984,20201200000000,2020-12-16,2296153,Jane,5/5/2012,f,Rosebery,Sydney,Private room in condominium,Private room,2,80,t,30,12,98,10,10,10,10,9
463282,20201200000000,2020-12-15,2281364,Paul,3/5/2012,f,Coogee,Randwick,Entire apartment,Entire home/apt,2,400,t,0,0,,,,,,
465977,20201200000000,2020-12-15,77867,Lindy,5/2/2010,f,Surry Hills,Sydney,Entire house,Entire home/apt,5,383,t,1,44,93,9,9,10,10,9
466383,20201200000000,2020-12-16,2315641,John,7/5/2012,t,,Northern Beaches,Entire house,Entire home/apt,7,1297,t,0,3,100,10,10,10,10,10
470500,20201200000000,2020-12-15,2325533,Stafford & Monique,8/5/2012,f,Camperdown,Sydney,Entire apartment,Entire home/apt,4,117,t,0,5,90,10,10,10,10,10
471389,20201200000000,2020-12-16,490818,Craig,7/4/2011,t,Waterloo,Sydney,Private room in house,Private room,2,50,t,6,147,95,10,9,10,10,10
472566,20201200000000,2020-12-16,2343880,Clive & Terese,10/5/2012,t,,Northern Beaches,Entire house,Entire home/apt,5,290,t,1,72,98,10,10,10,10,10
475512,20201200000000,2020-12-15,2357596,Loretta,13/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,100,t,5,67,95,10,9,10,10,10
475557,20201200000000,2020-12-15,788899,"Khalid, Felicity, Savi & Yasi",7/7/2011,f,Ultimo,Sydney,Entire house,Entire home/apt,7,400,t,7,70,97,10,9,10,10,10
476032,20201200000000,2020-12-15,1739633,Peter,12/2/2012,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,80,t,0,61,94,10,10,10,10,9
481472,20201200000000,2020-12-15,2384993,Sal,16/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,155,t,0,6,93,10,10,9,9,10
491774,20201200000000,2020-12-15,2430529,Dagmar,21/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,4,250,t,25,3,80,10,8,10,10,8
496747,20201200000000,2020-12-16,2453312,Kit,24/5/2012,f,Bondi,Waverley,Private room in apartment,Private room,1,70,t,0,1,100,10,8,10,10,10
498008,20201200000000,2020-12-15,2351093,Mirko,12/5/2012,f,Sydney,Sydney,Entire apartment,Entire home/apt,4,250,t,14,351,94,9,9,9,10,9
499631,20201200000000,2020-12-16,2465634,Steven,25/5/2012,f,Lugarno,Georges River,Entire apartment,Entire home/apt,4,65,t,0,26,95,10,9,10,10,9
501382,20201200000000,2020-12-15,2473959,Louise,27/5/2012,f,Randwick,Randwick,Private room in apartment,Private room,2,110,t,0,61,95,9,10,10,9,9
503025,20201200000000,2020-12-15,589529,Mark & Luce,15/5/2011,f,Bondi Beach,Waverley,Entire apartment,Entire home/apt,5,420,t,0,7,100,10,10,10,10,10
509133,20201200000000,2020-12-15,2509326,Cat,31/5/2012,t,North Bondi,Waverley,Entire apartment,Entire home/apt,3,169,t,5,56,96,10,10,10,10,9
537851,20201200000000,2020-12-16,2642660,Daniel,15/6/2012,f,Manly,Northern Beaches,Entire apartment,Entire home/apt,2,118,t,7,166,84,10,9,10,9,9
539231,20201200000000,2020-12-16,2649331,Ann-Maree & Malcolm,15/6/2012,f,,Northern Beaches,Entire apartment,Entire home/apt,2,250,t,10,202,94,9,9,10,10,8
555783,20201200000000,2020-12-15,2733544,Mathieu,25/6/2012,f,Surry Hills,Sydney,Entire condominium,Entire home/apt,4,244,t,0,32,90,9,9,10,10,9
556348,20201200000000,2020-12-16,1189963,Adele,21/9/2011,f,Woolloomooloo,Sydney,Entire apartment,Entire home/apt,3,215,t,0,0,,,,,,
562837,20201200000000,2020-12-16,2768508,Alister,28/6/2012,f,Potts Point,Sydney,Entire apartment,Entire home/apt,4,550,t,23,0,,,,,,
571772,20201200000000,2020-12-16,506662,Davo,13/4/2011,f,Tamarama,Waverley,Entire apartment,Entire home/apt,3,320,t,0,4,90,10,10,10,10,10
581732,20201200000000,2020-12-16,2863847,Endellion,8/7/2012,f,North Bondi,Waverley,Private room in apartment,Private room,2,45,t,30,4,95,9,8,10,10,10
583321,20201200000000,2020-12-15,2874517,Ross,9/7/2012,t,Bondi Beach,Waverley,Private room in house,Private room,2,80,t,24,140,97,10,9,10,10,10
587669,20201200000000,2020-12-16,2908016,Bobbie,11/7/2012,f,Palm Beach,Northern Beaches,Entire cabin,Entire home/apt,4,750,t,13,80,96,10,10,10,10,10
589989,20201200000000,2020-12-15,2911473,Julian,12/7/2012,t,Bondi,Waverley,Private room in apartment,Private room,2,90,t,13,85,98,10,10,10,10,10
591662,20201200000000,2020-12-16,1468090,Rahel,3/12/2011,t,Bondi,Waverley,Entire apartment,Entire home/apt,3,256,t,17,55,95,9,9,10,10,9
592309,20201200000000,2020-12-16,2076170,Felicity,5/4/2012,f,Coogee,Randwick,Entire apartment,Entire home/apt,4,323,t,0,45,91,9,9,10,10,9
593481,20201200000000,2020-12-16,2931096,Kellie,14/7/2012,f,Darlington,Sydney,Entire apartment,Entire home/apt,2,109,t,0,65,98,10,10,10,10,10
594776,20201200000000,2020-12-16,2938681,Shushann,15/7/2012,t,Coogee,Randwick,Private room in apartment,Private room,1,63,t,8,24,95,9,10,10,10,9
595031,20201200000000,2020-12-15,2940156,Sandra-Lee,15/7/2012,f,Maroubra,Randwick,Entire house,Entire home/apt,6,350,t,0,2,100,10,10,10,10,10
596386,20201200000000,2020-12-16,1535170,Thalie,26/12/2011,f,Ashfield,Inner West,Private room in apartment,Private room,2,45,t,27,0,,,,,,
606519,20201200000000,2020-12-16,3004325,Mireille,20/7/2012,f,Malabar,Randwick,Private room in house,Private room,1,100,t,30,0,,,,,,
614739,20201200000000,2020-12-15,3048738,Elise,25/7/2012,f,Stanmore,Inner West,Private room in house,Private room,1,45,t,0,2,100,10,10,10,10,10
616822,20201200000000,2020-12-16,3046924,Contemporary Hotels,24/7/2012,t,Darlinghurst,Sydney,Entire apartment,Entire home/apt,2,471,t,0,6,97,10,10,10,10,10
619474,20201200000000,2020-12-16,1261500,Hugh,7/10/2011,t,Potts Point,Sydney,Entire loft,Entire home/apt,4,140,t,1,258,94,10,10,10,10,10
622670,20201200000000,2020-12-16,3087031,Frances,29/7/2012,t,Longueville,Lane Cove,Private room in house,Private room,2,60,t,0,99,98,10,10,10,10,10
633322,20201200000000,2020-12-15,3152466,Leah,4/8/2012,f,,Northern Beaches,Entire apartment,Entire home/apt,2,264,t,0,90,96,10,10,10,10,9
633795,20201200000000,2020-12-15,3608297,Ruth,18/9/2012,f,North Bondi,Waverley,Entire house,Entire home/apt,2,120,t,0,1,,,,,,
634590,20201200000000,2020-12-15,2427911,Lennon,21/5/2012,f,,Woollahra,Entire apartment,Entire home/apt,4,256,t,20,4,75,9,7,9,9,8
637986,20201200000000,2020-12-15,2166490,Dan,18/4/2012,f,Darlinghurst,Sydney,Entire apartment,Entire home/apt,1,264,t,0,12,95,10,10,9,10,9
641123,20201200000000,2020-12-16,3202540,Ruth,9/8/2012,f,Waverly,Waverley,Private room in apartment,Private room,2,66,t,14,14,90,8,9,10,9,9
642749,20201200000000,2020-12-16,3213327,Bronwyn & Ben,10/8/2012,f,Balmain,Inner West,Entire house,Entire home/apt,7,850,t,23,6,83,9,8,9,9,8
651796,20201200000000,2020-12-15,3275877,Elle,16/8/2012,f,Maroubra,Randwick,Shared room in apartment,Shared room,2,82,t,0,0,,,,,,
653240,20201200000000,2020-12-16,3284546,Nan,16/8/2012,t,Bondi Junction,Waverley,Private room in apartment,Private room,2,80,t,19,196,95,10,10,10,10,10
653534,20201200000000,2020-12-16,3287072,Gail,17/8/2012,f,North Bondi,Woollahra,Entire house,Entire home/apt,6,257,t,0,0,,,,,,
655236,20201200000000,2020-12-16,3296933,Kristen,18/8/2012,f,,Northern Beaches,Entire house,Entire home/apt,8,375,t,0,20,92,9,8,10,10,8
